,MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal,BR_div_by_Rooms,Rooms_by_Occup,BR_by_Occup
10775,5.2549,28.0,4.519911504424779,0.9513274336283186,1108.0,2.4513274336283186,33.65,-117.9,2.618,0.21047479197258934,1.8438628158844765,0.388086642599278
812,3.8929,35.0,6.362745098039215,1.1568627450980393,632.0,3.0980392156862746,37.62,-122.03,2.095,0.18181818181818185,2.0537974683544302,0.3734177215189874
2393,4.1563,12.0,6.751497005988024,1.4131736526946108,1006.0,3.0119760479041915,37.13,-118.94,0.94,0.20931263858093127,2.2415506958250497,0.46918489065606367
2889,2.5083,52.0,5.373563218390805,1.0977011494252873,1325.0,2.5383141762452106,35.39,-118.99,0.701,0.20427807486631014,2.116981132075472,0.43245283018867925
14695,3.6528,16.0,4.212523719165086,0.9715370018975332,930.0,1.7647058823529411,32.78,-117.11,1.332,0.2306306306306306,2.3870967741935485,0.5505376344086022
13606,4.625,16.0,3.75,0.375,49.0,6.125,34.17,-117.27,2.5,0.1,0.6122448979591837,0.061224489795918366
1211,2.3654,34.0,5.590631364562118,1.1384928716904277,1150.0,2.3421588594704685,38.09,-120.56,0.949,0.2036429872495446,2.3869565217391306,0.4860869565217391
6435,3.5625,43.0,5.64741641337386,1.0486322188449848,1054.0,3.2036474164133737,34.11,-118.01,2.116,0.18568353067814855,1.7628083491461102,0.32732447817836813
17809,6.9584,16.0,6.310714285714286,0.9571428571428572,1061.0,3.789285714285714,37.4,-121.87,3.516,0.15166949632144877,1.6654099905749293,0.2525918944392083
19254,3.0147,13.0,5.938186813186813,1.401098901098901,2566.0,3.5247252747252746,38.46,-122.75,1.428,0.2359472588480222,1.6847233047544816,0.39750584567420105
18533,1.9286,29.0,3.896813353566009,1.1335356600910471,1743.0,2.644916540212443,36.97,-122.02,1.953,0.2908878504672897,1.4733218588640276,0.4285714285714286
14106,1.7446,23.0,3.7764227642276422,1.1199186991869918,1506.0,3.0609756097560976,32.75,-117.1,0.852,0.2965554359526372,1.2337317397078353,0.36586985391766264
5707,3.5174,36.0,4.5479452054794525,1.0943683409436835,1357.0,2.0654490106544903,34.21,-118.23,2.68,0.24062918340026773,2.201915991156964,0.5298452468680914
5988,2.4952,32.0,4.001234567901235,1.1049382716049383,1592.0,1.9654320987654321,34.1,-117.72,1.818,0.2761493366244986,2.0358040201005023,0.5621859296482412
19803,2.8472,27.0,12.32,2.993333333333333,396.0,2.64,40.16,-123.22,0.413,0.24296536796536794,4.666666666666667,1.1338383838383836
8409,1.9766,34.0,3.4277777777777776,1.05,810.0,4.5,33.93,-118.35,1.625,0.3063209076175041,0.7617283950617284,0.23333333333333334
17976,3.6401,21.0,4.361349342481418,1.2384219554030875,3637.0,2.0794739851343627,37.31,-121.97,2.675,0.28395385422129,2.097332966730822,0.5955457794885894
1229,3.024,17.0,6.4734513274336285,1.4955752212389382,529.0,2.34070796460177,38.33,-120.41,1.009,0.2310321257689679,2.765595463137996,0.6389413988657845
19304,5.0323,30.0,6.295264623955432,1.041782729805014,958.0,2.668523676880223,38.35,-122.76,2.224,0.16548672566371683,2.359081419624217,0.3903966597077244
11877,3.3687,45.0,5.594174757281554,0.9980582524271845,1470.0,2.854368932038835,34.0,-117.38,1.238,0.17841027421034364,1.9598639455782314,0.34965986394557824
15923,3.6719,48.0,5.485106382978723,1.1914893617021276,782.0,3.3276595744680852,37.72,-122.43,2.598,0.21722265321955003,1.6483375959079283,0.3580562659846547
19504,3.0645,20.0,5.21578947368421,1.087719298245614,1996.0,3.501754385964912,37.65,-121.02,1.06,0.20854355869492097,1.4894789579158316,0.31062124248497
6991,2.593,22.0,3.6056105610561056,1.028052805280528,1644.0,2.712871287128713,33.97,-118.03,1.92,0.2851258581235698,1.3290754257907542,0.37895377128953767
3240,1.85,14.0,4.541218637992832,1.039426523297491,1077.0,3.860215053763441,36.09,-119.56,0.523,0.22888713496448304,1.1764159702878365,0.2692664809656453
6779,3.5875,39.0,4.921052631578948,1.093984962406015,1314.0,2.469924812030075,34.11,-118.15,3.093,0.2223071046600458,1.9923896499238969,0.4429223744292238
14192,4.0921,20.0,5.577608142493639,1.0330788804071247,1766.0,4.493638676844784,32.69,-117.07,1.35,0.1852189781021898,1.2412231030577576,0.22989807474518686
19176,4.5588,17.0,6.053691275167785,1.0201342281879195,750.0,2.5167785234899327,38.43,-122.67,1.964,0.16851441241685144,2.4053333333333335,0.4053333333333334
5971,3.5192,26.0,4.908554572271386,1.0147492625368733,1024.0,3.0206489675516224,34.1,-117.79,1.905,0.20673076923076925,1.625,0.33593750000000006
17505,2.9545,47.0,4.195833333333334,1.0208333333333333,581.0,2.4208333333333334,37.36,-121.9,2.375,0.24329692154915586,1.7332185886402756,0.4216867469879518
5928,6.2456,13.0,6.456896551724138,1.0668103448275863,1187.0,2.5581896551724137,34.1,-117.8,1.617,0.16522029372496663,2.5240101095197978,0.4170176916596462
16908,12.4291,34.0,9.666666666666666,1.1218637992831542,810.0,2.903225806451613,37.58,-122.37,5.00001,0.1160548757879125,3.3296296296296295,0.38641975308641974
10778,3.4125,30.0,4.489010989010989,1.0247252747252746,771.0,2.118131868131868,33.65,-117.9,2.841,0.22827417380660953,2.119325551232166,0.48378728923476
11288,5.237,32.0,6.187817258883249,0.9746192893401016,634.0,3.218274111675127,33.8,-117.95,2.157,0.15750615258408532,1.9227129337539433,0.3028391167192429
4885,2.1667,37.0,3.2721518987341773,1.0569620253164558,2173.0,4.584388185654008,34.02,-118.26,1.177,0.3230174081237911,0.7137597791072251,0.23055683387022552
8850,15.0001,37.0,9.333333333333334,1.0378006872852235,809.0,2.7800687285223367,34.09,-118.41,5.00001,0.11119293078055965,3.3572311495673675,0.373300370828183
5275,15.0001,36.0,7.549090909090909,0.9854545454545455,1461.0,2.6563636363636363,34.05,-118.5,5.00001,0.13053949903660886,2.841889117043121,0.37097878165639975
2092,1.4635,43.0,4.662162162162162,1.1531531531531531,1925.0,4.335585585585585,36.75,-119.78,0.466,0.24734299516908212,1.0753246753246755,0.265974025974026
2512,2.0192,18.0,4.4268707482993195,0.9795918367346939,1616.0,2.748299319727891,39.75,-122.2,0.637,0.2212831348444103,1.6107673267326732,0.3564356435643564
16751,3.65,45.0,4.624678663239075,1.012853470437018,1436.0,3.691516709511568,37.71,-122.46,2.399,0.21901056142301278,1.2527855153203342,0.2743732590529248
856,5.7579,17.0,5.981969486823855,0.9944521497919556,2629.0,3.6463245492371708,37.58,-122.01,2.318,0.16624159517737075,1.6405477367820462,0.2727272727272727
18868,3.1204,44.0,5.295774647887324,1.0586854460093897,1057.0,2.4812206572769955,38.1,-122.22,1.108,0.19991134751773051,2.1343424787133394,0.4266792809839167
4781,2.8654,44.0,4.520179372197309,1.0,544.0,2.4394618834080717,34.04,-118.32,1.768,0.22123015873015875,1.852941176470588,0.4099264705882353
15013,3.6625,37.0,5.601607347876005,1.0401836969001148,2076.0,2.383467278989667,32.76,-117.05,1.548,0.18569378971100634,2.3501926782273608,0.4364161849710983
676,5.4858,5.0,5.204488778054863,1.0149625935162094,840.0,2.0947630922693268,37.68,-122.18,1.878,0.19501677048394825,2.4845238095238096,0.48452380952380947
178,2.3833,52.0,4.638132295719845,1.1245136186770428,772.0,3.0038910505836576,37.8,-122.23,1.469,0.24244966442953017,1.5440414507772022,0.3743523316062176
18014,5.2533,22.0,5.257093723129836,1.0412725709372312,2983.0,2.564918314703353,37.27,-121.96,2.691,0.1980700032711809,2.049614482065035,0.4059671471672813
10833,5.01,19.0,6.136792452830188,1.0353773584905661,1156.0,2.7264150943396226,33.69,-117.93,2.638,0.16871637202152193,2.250865051903114,0.3797577854671281
9384,6.0238,23.0,4.910714285714286,1.1994047619047619,541.0,1.6101190476190477,37.89,-122.49,5.00001,0.24424242424242423,3.0499075785582255,0.744916820702403
13201,2.9107,7.0,5.545454545454546,1.0984848484848484,431.0,3.265151515151515,34.06,-117.7,0.953,0.19808743169398904,1.6983758700696057,0.33642691415313225
20383,4.675,24.0,6.412735849056604,1.0235849056603774,1318.0,3.108490566037736,34.19,-118.95,2.288,0.15961750643618977,2.0629742033383915,0.3292867981790592
5443,3.875,40.0,4.138263665594855,1.112540192926045,806.0,2.5916398713826365,34.0,-118.44,3.213,0.26884226884226886,1.596774193548387,0.4292803970223325
7364,1.8897,43.0,4.483695652173913,1.1521739130434783,820.0,4.456521739130435,33.97,-118.2,1.743,0.25696969696969696,1.0060975609756098,0.25853658536585367
3122,1.9962,28.0,5.15633423180593,1.3099730458221024,858.0,2.31266846361186,35.35,-117.84,0.508,0.2540512284370099,2.2296037296037294,0.5664335664335663
18749,2.6488,21.0,5.837378640776699,1.1553398058252426,1197.0,2.9053398058252426,40.5,-122.28,0.831,0.1979209979209979,2.0091896407685885,0.39766081871345027
15306,2.8819,33.0,5.022779043280182,1.031890660592255,1138.0,2.592255125284738,33.19,-117.37,2.086,0.2054421768707483,1.937609841827768,0.39806678383128297
10304,5.3307,16.0,6.005353319057816,1.019271948608137,2624.0,2.809421841541756,33.87,-117.78,1.696,0.16972722410411836,2.1375762195121952,0.3628048780487805
4748,3.6435,52.0,4.819070904645477,1.0122249388753055,1065.0,2.6039119804400976,34.05,-118.35,1.958,0.2100456621004566,1.8507042253521129,0.38873239436619716
12541,3.6729,52.0,5.077142857142857,1.0514285714285714,624.0,1.782857142857143,38.56,-121.49,1.378,0.20709060213843555,2.84775641025641,0.5897435897435896
4375,2.3421,48.0,3.425531914893617,1.0468085106382978,633.0,2.6936170212765957,34.1,-118.28,2.0,0.30559006211180123,1.2717219589257505,0.38862559241706157
18386,7.7738,14.0,7.237333333333333,0.9626666666666667,1259.0,3.3573333333333335,37.21,-121.83,3.875,0.13301400147383935,2.155679110405083,0.28673550436854645
3941,4.8333,34.0,4.647859922178989,1.0136186770428015,1560.0,3.035019455252918,34.21,-118.59,2.254,0.2180828798660527,1.5314102564102565,0.33397435897435895
6803,2.575,40.0,4.329596412556054,1.006726457399103,1367.0,3.0650224215246635,34.08,-118.13,2.284,0.232522009321595,1.4125822970007316,0.3284564740307242
9171,3.775,9.0,6.103626943005182,1.2150259067357514,1556.0,4.0310880829015545,34.43,-118.66,1.55,0.19906621392190152,1.5141388174807198,0.301413881748072
17636,5.6358,29.0,6.2837684449489215,0.978433598183882,2651.0,3.0090805902383657,37.27,-121.92,2.821,0.15570809248554915,2.0882685778951338,0.32516031686156166
14153,6.1628,31.0,6.993464052287582,1.0130718954248366,426.0,2.784313725490196,32.77,-117.08,2.192,0.14485981308411214,2.511737089201878,0.36384976525821594
1314,5.6506,10.0,7.092150170648464,1.0392491467576792,1878.0,3.204778156996587,37.99,-121.79,1.786,0.14653512993262752,2.212992545260916,0.3242811501597444
10488,2.8357,16.0,4.469565217391304,1.0492753623188407,2557.0,3.705797101449275,33.49,-117.68,1.063,0.23476005188067448,1.2061008994915918,0.2831443097379742
16476,1.75,35.0,4.218446601941747,1.1084142394822007,2016.0,3.262135922330097,38.13,-121.27,0.829,0.2627541235136172,1.2931547619047619,0.3397817460317461
11296,2.8622,26.0,4.516501650165017,1.0132013201320131,1877.0,3.097359735973597,33.79,-117.92,1.843,0.22433321154548774,1.4581779435269049,0.3271177410761854
14782,5.1478,17.0,5.103448275862069,0.9540229885057471,357.0,4.103448275862069,32.57,-117.09,1.389,0.18693693693693691,1.2436974789915967,0.2324929971988795
8398,2.875,42.0,4.284263959390863,1.0609137055837563,2038.0,3.44839255499154,33.95,-118.36,1.775,0.2476303317535545,1.2423945044160942,0.3076545632973503
15810,4.75,52.0,4.831896551724138,0.9892241379310345,751.0,1.6185344827586208,37.76,-122.43,5.00001,0.2047279214986619,2.985352862849534,0.6111850865512649
5133,1.7121,46.0,4.0092879256965945,1.0866873065015479,1120.0,3.4674922600619196,33.97,-118.26,0.982,0.27104247104247103,1.15625,0.3133928571428571
11114,3.9286,25.0,4.711640211640212,0.9232804232804233,918.0,2.4285714285714284,33.84,-117.88,2.627,0.19595732734418864,1.9400871459694993,0.3801742919389978
4003,4.0,31.0,4.691666666666666,1.0055555555555555,705.0,1.9583333333333333,34.17,-118.61,2.785,0.2143280047365305,2.3957446808510636,0.5134751773049645
18082,7.8627,24.0,7.1451149425287355,1.0186781609195403,1692.0,2.4310344827586206,37.26,-122.04,5.00001,0.1425698773376232,2.9391252955082745,0.41903073286052017
18346,1.9045,20.0,3.2624686542212316,1.0080802451936473,7604.0,2.118696015603232,37.43,-122.15,3.75,0.30899308224442734,1.5398474487112048,0.47580220936349293
20044,2.162,36.0,4.561611374407583,1.0497630331753554,1405.0,3.329383886255924,36.06,-119.03,0.519,0.2301298701298701,1.3701067615658364,0.3153024911032028
1812,2.6399,34.0,4.809009009009009,1.1657657657657658,1341.0,2.4162162162162164,37.91,-122.32,1.196,0.24241288872236794,1.9903057419835943,0.482475764354959
7611,1.6574,35.0,3.2090032154340835,1.0064308681672025,1335.0,4.292604501607717,33.88,-118.22,1.025,0.313627254509018,0.7475655430711611,0.2344569288389513
17386,1.7941,22.0,4.216145833333333,0.9375,1509.0,3.9296875,34.97,-120.44,1.103,0.22235948116121063,1.0728959575878063,0.23856858846918488
20441,6.0487,24.0,7.207079646017699,1.0300884955752212,1834.0,3.2460176991150442,34.26,-118.78,2.545,0.14292730844793713,2.2202835332606323,0.31733914940021807
18915,1.756,33.0,5.309322033898305,1.0084745762711864,753.0,3.190677966101695,38.15,-122.23,0.864,0.18994413407821228,1.6640106241699868,0.3160690571049137
16555,3.1429,36.0,6.042553191489362,1.127659574468085,130.0,2.765957446808511,37.81,-121.31,1.792,0.18661971830985913,2.1846153846153844,0.40769230769230763
11369,4.4766,24.0,5.670761670761671,1.1400491400491402,1101.0,2.705159705159705,33.71,-117.98,2.3,0.20103986135181978,2.096276112624887,0.42143505903723893
10674,5.3099,17.0,5.795880149812734,1.0318352059925093,1175.0,2.200374531835206,33.63,-117.86,5.00001,0.17802907915993538,2.634042553191489,0.4689361702127659
4678,15.0001,52.0,8.78061224489796,0.9948979591836735,688.0,3.510204081632653,34.08,-118.34,5.00001,0.11330621731551424,2.501453488372093,0.28343023255813954
20336,3.9699,14.0,5.375397667020149,1.0335807705903146,6301.0,2.2272887946270767,34.23,-118.96,2.17,0.19227987111198788,2.41342644024758,0.4640533248690684
9097,5.0839,25.0,6.03921568627451,1.1509803921568627,1558.0,3.0549019607843135,34.73,-118.61,1.567,0.19058441558441558,1.976893453145058,0.37676508344030807
16824,5.155,31.0,5.03074433656958,1.0048543689320388,1472.0,2.381877022653722,37.63,-122.49,2.639,0.19974268253457703,2.1120923913043477,0.421875
18572,1.6875,52.0,3.0892857142857144,1.1403061224489797,1102.0,2.811224489795918,36.91,-121.75,1.614,0.36911643270024774,1.0989110707803993,0.4056261343012705
20349,7.3004,32.0,5.724137931034483,0.7586206896551724,63.0,2.1724137931034484,34.17,-119.08,1.25,0.1325301204819277,2.634920634920635,0.3492063492063492
18886,2.9432,49.0,6.029315960912052,1.1596091205211727,849.0,2.765472312703583,38.1,-122.24,1.035,0.1923284710967045,2.1802120141342756,0.41931684334511193
6073,11.1077,32.0,8.010526315789473,1.063157894736842,295.0,3.1052631578947367,34.07,-117.85,5.00001,0.13272010512483576,2.5796610169491525,0.3423728813559322
18424,4.1926,12.0,3.8909774436090228,1.1033834586466165,1216.0,2.2857142857142856,37.25,-121.81,2.445,0.2835748792270531,1.7023026315789476,0.48273026315789475
16526,4.0972,37.0,5.7592592592592595,1.1296296296296295,171.0,3.1666666666666665,37.8,-121.2,1.018,0.19614147909967844,1.8187134502923978,0.3567251461988304
12311,2.355,13.0,6.665263157894737,1.4357894736842105,1250.0,2.6315789473684212,33.56,-116.72,1.229,0.21541377132027795,2.5328,0.5456
5298,2.2857,14.0,2.4413145539906105,1.3708920187793427,282.0,1.323943661971831,34.06,-118.44,5.00001,0.5615384615384615,1.8439716312056738,1.0354609929078014
15881,2.6538,9.0,4.20327868852459,1.0950819672131147,1176.0,3.855737704918033,37.75,-122.41,2.063,0.26053042121684866,1.0901360544217686,0.28401360544217685
20607,1.8413,28.0,5.041958041958042,1.1643356643356644,832.0,2.909090909090909,39.1,-121.57,0.623,0.23092926490984747,1.7331730769230769,0.40024038461538464
19262,3.875,20.0,5.838,1.016,1711.0,3.422,38.44,-122.73,1.403,0.17403220280918122,1.706019871420222,0.2969023962594974
3765,4.375,35.0,4.864532019704433,0.9458128078817734,882.0,2.1724137931034484,34.18,-118.41,2.917,0.19443037974683544,2.2392290249433104,0.4353741496598639
12609,3.1768,30.0,5.468048359240069,1.0483592400690847,1857.0,3.2072538860103625,38.51,-121.49,0.795,0.19172457359444092,1.7049003769520734,0.32687129779213786
18772,1.9943,21.0,4.6743421052631575,1.0526315789473684,1658.0,2.726973684210526,40.43,-122.29,0.598,0.22519352568613654,1.7141133896260554,0.38600723763570566
17843,6.2892,22.0,6.127214170692431,0.9597423510466989,2118.0,3.4106280193236715,37.43,-121.87,2.542,0.1566360052562418,1.796506137865911,0.2813975448536355
1732,2.0353,32.0,4.706855791962175,1.1914893617021276,1139.0,2.692671394799054,37.96,-122.35,1.136,0.2531391260673028,1.7480245829675156,0.4424934152765584
4529,1.2,44.0,2.9704301075268815,0.9301075268817204,1598.0,4.295698924731183,34.05,-118.22,1.156,0.31312217194570136,0.6914893617021276,0.21652065081351687
13505,1.4066,39.0,4.633123689727463,1.0440251572327044,1752.0,3.6729559748427674,34.12,-117.32,0.664,0.2253393665158371,1.2614155251141552,0.2842465753424657
5639,5.6611,42.0,5.932515337423313,1.0736196319018405,481.0,2.950920245398773,33.75,-118.3,2.656,0.1809720785935884,2.0103950103950106,0.36382536382536385
2450,2.2132,46.0,4.687344913151365,0.967741935483871,971.0,2.4094292803970223,36.51,-119.55,0.766,0.2064584436209635,1.945417095777549,0.4016477857878476
15212,2.3182,23.0,3.6525974025974026,0.8863636363636364,687.0,2.2305194805194803,32.98,-117.09,2.688,0.24266666666666667,1.6375545851528386,0.3973799126637555
8221,1.7,48.0,2.86,0.82,222.0,4.44,33.79,-118.22,1.042,0.2867132867132867,0.644144144144144,0.18468468468468466
4551,0.8288,13.0,2.5455904334828103,1.0418535127055306,1823.0,2.724962630792227,34.05,-118.24,1.813,0.4092777451556077,0.9341744377399892,0.3823368074602304
5756,5.049,52.0,6.382470119521912,1.0557768924302788,667.0,2.6573705179282867,34.18,-118.29,3.235,0.16541822721598,2.401799100449775,0.39730134932533734
10627,7.5847,5.0,6.7725752508361206,0.9765886287625418,1986.0,3.321070234113712,33.71,-117.77,3.757,0.14419753086419754,2.0392749244712993,0.29405840886203427
13143,2.8616,47.0,6.4036697247706424,1.165137614678899,630.0,2.889908256880734,38.29,-121.54,0.925,0.18194842406876788,2.215873015873016,0.40317460317460313
18790,2.793,17.0,5.539449541284403,1.0605504587155963,1538.0,2.8220183486238533,40.42,-122.32,0.765,0.19145412388208016,1.9629388816644993,0.37581274382314694
13453,3.5481,29.0,5.261842105263158,1.0157894736842106,2602.0,3.4236842105263157,34.11,-117.41,1.055,0.1930482620655164,1.5368946963873944,0.29669485011529595
17799,6.8462,32.0,6.273764258555133,0.935361216730038,768.0,2.920152091254753,37.38,-121.82,3.209,0.1490909090909091,2.1484375,0.3203125
20308,4.0222,16.0,4.767910447761194,0.9925373134328358,6242.0,4.658208955223881,34.19,-119.13,2.068,0.2081702926905619,1.0235501441845563,0.2130727330983659
19285,2.6667,36.0,5.092356687898089,1.0987261146496816,1086.0,3.4585987261146496,38.43,-122.75,1.491,0.21575984990619138,1.4723756906077348,0.31767955801104975
18725,3.0,2.0,7.069343065693431,1.2773722627737227,756.0,2.759124087591241,40.58,-122.32,1.142,0.18069179143004646,2.5621693121693125,0.462962962962963
5085,1.9564,39.0,3.945619335347432,1.042296072507553,1332.0,4.02416918429003,33.98,-118.28,0.922,0.2641653905053599,0.9804804804804805,0.25900900900900903
1923,1.7222,15.0,5.7489539748953975,1.217573221757322,709.0,2.9665271966527196,38.83,-120.79,1.185,0.21179039301310043,1.9379407616361073,0.4104372355430183
708,3.25,36.0,4.211136890951276,0.988399071925754,1280.0,2.9698375870069604,37.68,-122.07,2.181,0.23471074380165288,1.41796875,0.3328125
8955,3.4375,45.0,4.205333333333333,1.1226666666666667,1042.0,2.7786666666666666,34.02,-118.39,3.145,0.2669625871908688,1.5134357005758157,0.4040307101727447
14680,4.3783,16.0,6.028612303290415,1.0643776824034334,1820.0,2.603719599427754,32.83,-117.1,1.795,0.17655434266729947,2.315384615384615,0.4087912087912088
14915,3.0495,16.0,5.413872832369942,1.0739884393063583,3073.0,3.552601156069364,32.59,-117.05,0.983,0.19837710869101002,1.5239179954441913,0.3023104458184185
11418,4.725,23.0,6.442260442260443,1.0933660933660934,1103.0,2.71007371007371,33.7,-117.96,2.896,0.16971777269260105,2.377153218495014,0.40344514959202177
9916,4.1862,15.0,5.538551401869159,1.1168224299065421,2043.0,2.3866822429906542,38.33,-122.3,1.836,0.20164522252689307,2.320606950562898,0.4679393049437103
15360,2.5729,14.0,5.2704969595303,1.0104843782763682,35682.0,7.48207171314741,33.35,-117.42,1.344,0.1917246866918639,0.7044167927806738,0.1350540888963623
6255,3.7578,33.0,4.554858934169279,1.0219435736677116,1609.0,5.043887147335423,34.03,-117.95,1.558,0.22436338609772882,0.9030453697949038,0.2026103169670603
6870,2.9764,14.0,4.578397212543554,1.1637630662020906,2208.0,3.846689895470383,34.06,-118.11,1.603,0.2541856925418569,1.190217391304348,0.302536231884058
11957,2.3851,25.0,5.001733102253033,1.0103986135181975,2327.0,4.032928942807626,33.92,-117.39,1.137,0.20200970200970197,1.240223463687151,0.25053717232488176
12623,4.8811,5.0,5.740473738414006,1.035427394438723,11935.0,2.458290422245108,38.48,-121.53,2.122,0.18037316110513096,2.3351487222454965,0.42119815668202765
15928,4.625,35.0,6.035483870967742,1.103225806451613,1055.0,3.403225806451613,37.73,-122.42,2.793,0.1827899518973811,1.7734597156398102,0.3241706161137441
9019,8.0137,9.0,7.734673111167642,1.0412108878148054,12873.0,3.2747392520987026,34.16,-118.78,3.992,0.13461601710245025,2.361920298298765,0.31795230327041096
12885,2.7011,8.0,4.291989664082688,1.0400516795865633,1694.0,2.1886304909560725,38.66,-121.35,1.307,0.2423239012642986,1.961038961038961,0.4752066115702479
12254,2.2925,7.0,6.12907045589106,1.1882770870337478,3559.0,2.107164002368265,33.77,-116.99,1.131,0.1938755795981453,2.908682214105086,0.56392245012644
14610,5.5454,10.0,6.274220032840723,1.0361247947454844,1605.0,2.6354679802955663,32.8,-117.18,2.171,0.16514001570269563,2.380685358255452,0.3931464174454829
10087,4.1205,36.0,5.771604938271605,1.0432098765432098,947.0,2.9228395061728394,33.94,-117.97,2.17,0.18074866310160426,1.9746568109820488,0.35691657866948256
20020,1.5893,17.0,4.244336569579288,1.0663430420711975,1912.0,3.0938511326860842,36.07,-119.04,0.52,0.2512390392680137,1.3718619246861925,0.3446652719665272
20076,2.6544,12.0,5.958333333333333,1.2916666666666667,517.0,2.154166666666667,38.06,-120.4,1.281,0.2167832167832168,2.7659574468085104,0.5996131528046421
5458,2.3542,39.0,3.861635220125786,1.0943396226415094,538.0,3.3836477987421385,34.0,-118.46,2.357,0.28338762214983715,1.141263940520446,0.32342007434944237
10733,6.6265,30.0,6.022292993630574,1.1592356687898089,635.0,2.022292993630573,33.6,-117.86,5.00001,0.19249074563722895,2.977952755905512,0.573228346456693
12104,1.625,8.0,7.6,0.95,1275.0,63.75,33.97,-117.33,1.625,0.125,0.1192156862745098,0.014901960784313726
192,2.1,51.0,3.1818181818181817,0.7818181818181819,228.0,4.1454545454545455,37.79,-122.25,0.75,0.24571428571428575,0.7675438596491228,0.18859649122807018
10247,6.6897,22.0,7.408783783783784,1.0016891891891893,1915.0,3.2347972972972974,33.89,-117.86,2.898,0.135202918376653,2.2903394255874674,0.30966057441253264
8021,5.5581,36.0,6.118466898954704,1.0348432055749128,798.0,2.7804878048780486,33.84,-118.11,2.183,0.16913439635535304,2.2005012531328325,0.37218045112781956
352,1.5625,38.0,5.097510373443983,1.2946058091286308,1516.0,3.145228215767635,37.75,-122.16,0.917,0.253968253968254,1.6207124010554088,0.4116094986807388
9030,8.8666,25.0,6.981132075471698,1.0896226415094339,1560.0,2.452830188679245,34.06,-118.58,5.00001,0.15608108108108107,2.8461538461538463,0.4442307692307692
1207,2.4943,29.0,5.050898203592815,0.9790419161676647,864.0,2.586826347305389,39.4,-121.75,0.819,0.19383521043272078,1.9525462962962965,0.3784722222222222
9080,2.1979,16.0,6.166666666666667,1.121212121212121,704.0,2.1333333333333333,34.77,-118.19,1.464,0.1818181818181818,2.890625,0.5255681818181818
8158,4.2143,37.0,5.288235294117647,0.9735294117647059,860.0,2.5294117647058822,33.81,-118.12,2.285,0.18409343715239154,2.0906976744186045,0.38488372093023254
19130,3.2442,32.0,6.167630057803469,1.0443159922928709,1869.0,3.601156069364162,38.29,-122.77,2.68,0.16932208684786001,1.7126805778491172,0.2899946495452113
10108,4.3426,11.0,4.505763688760807,1.0172910662824208,1594.0,2.2968299711815563,33.92,-117.95,1.413,0.22577550367764634,1.9617314930991214,0.44291091593475534
15020,4.2992,31.0,6.113695090439276,0.9896640826873385,1077.0,2.7829457364341086,32.79,-117.03,1.744,0.16187658495350804,2.1968430826369545,0.3556174558960074
365,4.975,30.0,8.28,1.08,137.0,2.74,37.75,-122.13,3.111,0.13043478260869568,3.0218978102189777,0.39416058394160586
18282,12.367,28.0,8.014634146341463,1.053658536585366,594.0,2.897560975609756,37.34,-122.08,5.00001,0.1314668289713938,2.7659932659932656,0.36363636363636365
10494,5.756,13.0,6.9655172413793105,1.303448275862069,679.0,2.3413793103448275,33.47,-117.69,3.056,0.18712871287128713,2.9749631811487482,0.5567010309278351
19971,1.5407,10.0,4.461538461538462,1.0294117647058822,1469.0,3.323529411764706,36.21,-119.11,0.584,0.23073022312373223,1.3424098025867937,0.3097345132743362
16583,4.6173,15.0,6.0566929133858265,1.0661417322834645,2360.0,3.716535433070866,37.75,-121.45,1.648,0.17602704108164327,1.6296610169491526,0.286864406779661
11466,4.6591,29.0,5.635593220338983,1.2415254237288136,613.0,2.597457627118644,33.66,-117.99,3.531,0.22030075187969927,2.169657422512235,0.47797716150081565
4274,2.1403,30.0,2.8998272884283245,1.1778929188255614,1445.0,2.4956822107081176,34.09,-118.33,2.0,0.40619416319237645,1.1619377162629756,0.47197231833910036
5075,2.3977,52.0,5.32345013477089,1.0215633423180592,1043.0,2.811320754716981,33.98,-118.31,1.122,0.19189873417721517,1.893576222435283,0.36337488015340363
9152,5.2374,26.0,5.2405063291139244,0.9430379746835443,508.0,3.2151898734177213,34.45,-118.53,1.855,0.17995169082125603,1.62992125984252,0.29330708661417326
9005,6.4018,42.0,5.480916030534351,1.0687022900763359,324.0,2.4732824427480917,34.12,-118.58,5.00001,0.19498607242339835,2.216049382716049,0.43209876543209874
3262,2.575,45.0,5.663793103448276,1.1939655172413792,649.0,2.7974137931034484,39.17,-122.9,0.736,0.21080669710806696,2.0246533127889057,0.4268104776579352
15501,4.1667,13.0,6.185737976782753,1.2620232172470978,1335.0,2.2139303482587063,33.09,-117.26,2.271,0.2040214477211796,2.7940074906367043,0.5700374531835206
752,3.2417,28.0,4.698717948717949,1.1842948717948718,1198.0,1.919871794871795,37.67,-122.07,2.108,0.2520463847203274,2.4474123539232053,0.6168614357262103
18208,4.4531,25.0,4.5064935064935066,1.0649350649350648,148.0,1.922077922077922,37.39,-122.05,3.5,0.23631123919308356,2.3445945945945947,0.5540540540540541
11835,2.5326,24.0,5.532085561497326,1.1657754010695187,909.0,2.43048128342246,39.12,-120.96,1.391,0.21072982116964717,2.276127612761276,0.4796479647964796
